Finally - out of queue
Wed Jul 24 17:02:50 2024       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 515.105.01   Driver Version: 515.105.01   CUDA Version: 11.7     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                               |                      |               MIG M. |
|===============================+======================+======================|
|   0  Tesla V100-PCIE...  Off  | 00000000:3B:00.0 Off |                    0 |
| N/A   31C    P0    24W / 250W |      4MiB / 32768MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
|   1  Tesla V100-PCIE...  Off  | 00000000:86:00.0 Off |                    0 |
| N/A   72C    P0   228W / 250W |  17135MiB / 32768MiB |     83%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                                  |
|  GPU   GI   CI        PID   Type   Process name                  GPU Memory |
|        ID   ID                                                   Usage      |
|=============================================================================|
|    1   N/A  N/A   1444608      C   python                          17131MiB |
+-----------------------------------------------------------------------------+
------------------------ ft-medical.py ---------------------------
------------------------  ---------------------------
	cache_dir: /dpc/kunf0097/l3-8b
	train_data_path: meher146/medical_llama3_instruct_dataset
	model_name: meta-llama/Meta-Llama-3-8B-Instruct
	model_save_path: /dpc/kunf0097/l3-8b/model/meta-llama/Meta-Llama-3-8B-Instruct-v240724111548
	run_id: 240724111548
	chpt_dir: /dpc/kunf0097/l3-8b/chpt/240724111548
	last_checkpoint: /dpc/kunf0097/l3-8b/chpt/240724111548/checkpoint-2400
	per_device_train_batch_size: 4
	gradient_accumulation_steps: 4
	world_size: 1
	local_rank: 0
------------------------  ---------------------------
The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: write).
Your token has been saved to /home/kunet.ae/ku5001069/.cache/huggingface/token
Login successful
{'loss': 1.8283, 'grad_norm': 1.0697567462921143, 'learning_rate': 0.0002959665697674418, 'epoch': 0.34}
{'loss': 2.1529, 'grad_norm': 1.0615569353103638, 'learning_rate': 0.00029595099667774084, 'epoch': 0.34}
{'loss': 1.4601, 'grad_norm': 1.0399763584136963, 'learning_rate': 0.00029593542358803985, 'epoch': 0.34}
{'loss': 1.436, 'grad_norm': 0.9291415214538574, 'learning_rate': 0.0002959198504983388, 'epoch': 0.34}
{'loss': 1.8192, 'grad_norm': 1.011389970779419, 'learning_rate': 0.00029590427740863783, 'epoch': 0.34}
{'loss': 2.0314, 'grad_norm': 1.11778724193573, 'learning_rate': 0.00029588870431893684, 'epoch': 0.34}
{'loss': 1.9286, 'grad_norm': 1.01408052444458, 'learning_rate': 0.00029587313122923586, 'epoch': 0.34}
{'loss': 1.8712, 'grad_norm': 1.1351553201675415, 'learning_rate': 0.00029585755813953487, 'epoch': 0.34}
{'loss': 1.5364, 'grad_norm': 1.7862414121627808, 'learning_rate': 0.0002958419850498339, 'epoch': 0.34}
{'loss': 1.7127, 'grad_norm': 0.9601716995239258, 'learning_rate': 0.0002958264119601329, 'epoch': 0.34}
{'loss': 1.8242, 'grad_norm': 1.1125576496124268, 'learning_rate': 0.00029581083887043186, 'epoch': 0.34}
{'loss': 2.0424, 'grad_norm': 1.1436715126037598, 'learning_rate': 0.0002957952657807309, 'epoch': 0.34}
{'loss': 2.1157, 'grad_norm': 0.987456738948822, 'learning_rate': 0.0002957796926910299, 'epoch': 0.34}
{'loss': 1.9643, 'grad_norm': 1.1242785453796387, 'learning_rate': 0.00029576411960132885, 'epoch': 0.34}
{'loss': 2.433, 'grad_norm': 1.1942087411880493, 'learning_rate': 0.00029574854651162786, 'epoch': 0.34}
{'loss': 2.0646, 'grad_norm': 1.1284385919570923, 'learning_rate': 0.0002957329734219269, 'epoch': 0.34}
{'loss': 1.8937, 'grad_norm': 1.4372068643569946, 'learning_rate': 0.0002957174003322259, 'epoch': 0.34}
{'loss': 1.8363, 'grad_norm': 1.080505609512329, 'learning_rate': 0.0002957018272425249, 'epoch': 0.34}
{'loss': 2.024, 'grad_norm': 0.9728781580924988, 'learning_rate': 0.0002956862541528239, 'epoch': 0.34}
{'loss': 2.0349, 'grad_norm': 1.1318920850753784, 'learning_rate': 0.0002956706810631229, 'epoch': 0.34}
{'loss': 1.8888, 'grad_norm': 1.086573600769043, 'learning_rate': 0.0002956551079734219, 'epoch': 0.34}
{'loss': 2.1815, 'grad_norm': 1.0082769393920898, 'learning_rate': 0.0002956395348837209, 'epoch': 0.34}
{'loss': 2.0135, 'grad_norm': 0.9853433966636658, 'learning_rate': 0.00029562396179401993, 'epoch': 0.34}
{'loss': 2.0406, 'grad_norm': 1.1909021139144897, 'learning_rate': 0.0002956083887043189, 'epoch': 0.34}
