Finally - out of queue
Wed Jul 31 16:25:06 2024       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 515.105.01   Driver Version: 515.105.01   CUDA Version: 11.7     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                               |                      |               MIG M. |
|===============================+======================+======================|
|   0  Tesla V100-PCIE...  Off  | 00000000:3B:00.0 Off |                    0 |
| N/A   61C    P0    43W / 250W |      0MiB / 32768MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
|   1  Tesla V100-PCIE...  Off  | 00000000:86:00.0 Off |                    0 |
| N/A   51C    P0    43W / 250W |      0MiB / 32768MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                                  |
|  GPU   GI   CI        PID   Type   Process name                  GPU Memory |
|        ID   ID                                                   Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
gpu-10-2
------------------------ ft-medical.py ---------------------------
The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: write).
Your token has been saved to /home/kunet.ae/ku5001069/.cache/huggingface/token
Login successful
------------------------  ---------------------------
	cache_dir: /dpc/kunf0097/l3-8b
	train_data_path: meher146/medical_llama3_instruct_dataset
	model_name: EleutherAI/pythia-70m-deduped
	model_save_path: /dpc/kunf0097/l3-8b/model/EleutherAI/pythia-70m-deduped-v240731162524
	run_id: 240731162524
	chpt_dir: /dpc/kunf0097/l3-8b/chpt/240731162524
	last_checkpoint: None
	start_index: 0
	cutoff_len: 298
	per_device_train_batch_size: 4
	gradient_accumulation_steps: 4
	world_size: 1
	local_rank: 0
------------------------  ---------------------------
{'prompt': '### System:\n{}<|endoftext|>\n### User:\n{}<|endoftext|>\n### Assistant:\n', 'response': '{}<|endoftext|>\n', 'peft_args': {'r': 4, 'lora_alpha': 16, 'target_modules': ['dense', 'dense_4h_to_h', 'dense_h_to_4h', 'query_key_value'], 'lora_dropout': 0.05, 'bias': 'none', 'task_type': 'CAUSAL_LM'}, 'training_args': {'warmup_ratio': 0.1, 'num_train_epochs': 10, 'learning_rate': 0.0003, 'fp16': False, 'logging_steps': 1, 'optim': 'adamw_torch', 'group_by_length': False, 'dataloader_drop_last': False, 'save_steps': 100, 'save_total_limit': 3}}
Tokenizer has no pad token. Adding it.
------------------------ Total steps: 71353.125 ---------------------------
{'loss': 14.3387, 'grad_norm': 15.207226753234863, 'learning_rate': 8.410428931875525e-08, 'epoch': 0.0}
{'loss': 12.8867, 'grad_norm': 9.19377613067627, 'learning_rate': 1.682085786375105e-07, 'epoch': 0.0}
{'loss': 12.8367, 'grad_norm': 15.637309074401855, 'learning_rate': 2.523128679562657e-07, 'epoch': 0.0}
{'loss': 12.2839, 'grad_norm': 9.580013275146484, 'learning_rate': 3.36417157275021e-07, 'epoch': 0.0}
{'loss': 14.9934, 'grad_norm': 18.409120559692383, 'learning_rate': 4.2052144659377625e-07, 'epoch': 0.0}
{'loss': 13.2473, 'grad_norm': 6.915454387664795, 'learning_rate': 5.046257359125314e-07, 'epoch': 0.0}
{'loss': 12.9979, 'grad_norm': 12.256929397583008, 'learning_rate': 5.887300252312867e-07, 'epoch': 0.0}
{'loss': 14.1346, 'grad_norm': 13.133340835571289, 'learning_rate': 6.72834314550042e-07, 'epoch': 0.0}
{'loss': 14.5572, 'grad_norm': 11.891823768615723, 'learning_rate': 7.569386038687973e-07, 'epoch': 0.0}
{'loss': 12.651, 'grad_norm': 13.22480297088623, 'learning_rate': 8.410428931875525e-07, 'epoch': 0.0}
{'loss': 13.3942, 'grad_norm': 15.757291793823242, 'learning_rate': 9.251471825063077e-07, 'epoch': 0.0}
{'loss': 13.9729, 'grad_norm': 14.560420989990234, 'learning_rate': 1.0092514718250629e-06, 'epoch': 0.0}
{'loss': 14.4684, 'grad_norm': 12.566563606262207, 'learning_rate': 1.0933557611438183e-06, 'epoch': 0.0}
{'loss': 11.4409, 'grad_norm': 13.233983993530273, 'learning_rate': 1.1774600504625735e-06, 'epoch': 0.0}
{'loss': 13.8518, 'grad_norm': 11.038334846496582, 'learning_rate': 1.2615643397813286e-06, 'epoch': 0.0}
{'loss': 12.9, 'grad_norm': 9.09834098815918, 'learning_rate': 1.345668629100084e-06, 'epoch': 0.0}
{'loss': 13.0389, 'grad_norm': 12.814811706542969, 'learning_rate': 1.4297729184188392e-06, 'epoch': 0.0}
{'loss': 12.4743, 'grad_norm': 17.826929092407227, 'learning_rate': 1.5138772077375946e-06, 'epoch': 0.01}
{'loss': 12.2444, 'grad_norm': 12.648377418518066, 'learning_rate': 1.5979814970563498e-06, 'epoch': 0.01}
{'loss': 14.6432, 'grad_norm': 16.346261978149414, 'learning_rate': 1.682085786375105e-06, 'epoch': 0.01}
{'loss': 10.1678, 'grad_norm': 8.708252906799316, 'learning_rate': 1.7661900756938604e-06, 'epoch': 0.01}
{'loss': 12.5153, 'grad_norm': 13.294026374816895, 'learning_rate': 1.8502943650126154e-06, 'epoch': 0.01}
{'loss': 13.1042, 'grad_norm': 7.568515300750732, 'learning_rate': 1.9343986543313708e-06, 'epoch': 0.01}
{'loss': 13.5089, 'grad_norm': 7.406353950500488, 'learning_rate': 2.0185029436501257e-06, 'epoch': 0.01}
{'loss': 11.1395, 'grad_norm': 11.452723503112793, 'learning_rate': 2.102607232968881e-06, 'epoch': 0.01}
{'loss': 13.3023, 'grad_norm': 10.688346862792969, 'learning_rate': 2.1867115222876365e-06, 'epoch': 0.01}
{'loss': 14.2177, 'grad_norm': 10.108318328857422, 'learning_rate': 2.2708158116063915e-06, 'epoch': 0.01}
{'loss': 14.1861, 'grad_norm': 9.685027122497559, 'learning_rate': 2.354920100925147e-06, 'epoch': 0.01}
{'loss': 13.9061, 'grad_norm': 9.996491432189941, 'learning_rate': 2.4390243902439023e-06, 'epoch': 0.01}
{'loss': 13.8642, 'grad_norm': 9.494068145751953, 'learning_rate': 2.5231286795626573e-06, 'epoch': 0.01}
{'loss': 12.3675, 'grad_norm': 13.022796630859375, 'learning_rate': 2.6072329688814127e-06, 'epoch': 0.01}
{'loss': 12.6007, 'grad_norm': 15.951395034790039, 'learning_rate': 2.691337258200168e-06, 'epoch': 0.01}
{'loss': 13.6361, 'grad_norm': 13.111295700073242, 'learning_rate': 2.775441547518923e-06, 'epoch': 0.01}
{'loss': 12.591, 'grad_norm': 11.780536651611328, 'learning_rate': 2.8595458368376785e-06, 'epoch': 0.01}
{'loss': 14.0542, 'grad_norm': 15.8544921875, 'learning_rate': 2.9436501261564334e-06, 'epoch': 0.01}
{'loss': 10.7691, 'grad_norm': 11.490232467651367, 'learning_rate': 3.0277544154751893e-06, 'epoch': 0.01}
{'loss': 14.1168, 'grad_norm': 17.080902099609375, 'learning_rate': 3.1118587047939442e-06, 'epoch': 0.01}
{'loss': 11.3365, 'grad_norm': 12.304861068725586, 'learning_rate': 3.1959629941126996e-06, 'epoch': 0.01}
{'loss': 13.7152, 'grad_norm': 8.30256175994873, 'learning_rate': 3.2800672834314546e-06, 'epoch': 0.01}
{'loss': 10.4854, 'grad_norm': 8.078886985778809, 'learning_rate': 3.36417157275021e-06, 'epoch': 0.01}
{'loss': 11.4829, 'grad_norm': 9.568709373474121, 'learning_rate': 3.448275862068965e-06, 'epoch': 0.01}
{'loss': 11.9267, 'grad_norm': 18.221073150634766, 'learning_rate': 3.532380151387721e-06, 'epoch': 0.01}
{'loss': 13.2597, 'grad_norm': 9.059454917907715, 'learning_rate': 3.6164844407064758e-06, 'epoch': 0.01}
{'loss': 14.7514, 'grad_norm': 11.613494873046875, 'learning_rate': 3.7005887300252308e-06, 'epoch': 0.01}
{'loss': 11.335, 'grad_norm': 7.993062496185303, 'learning_rate': 3.784693019343986e-06, 'epoch': 0.01}
{'loss': 13.5501, 'grad_norm': 7.241896629333496, 'learning_rate': 3.8687973086627415e-06, 'epoch': 0.01}
{'loss': 13.3029, 'grad_norm': 7.713598251342773, 'learning_rate': 3.9529015979814965e-06, 'epoch': 0.01}
{'loss': 13.6833, 'grad_norm': 13.551454544067383, 'learning_rate': 4.0370058873002515e-06, 'epoch': 0.01}
{'loss': 11.3211, 'grad_norm': 14.472380638122559, 'learning_rate': 4.121110176619007e-06, 'epoch': 0.01}
{'loss': 10.7793, 'grad_norm': 6.904551982879639, 'learning_rate': 4.205214465937762e-06, 'epoch': 0.01}
{'loss': 13.1237, 'grad_norm': 7.030515670776367, 'learning_rate': 4.289318755256518e-06, 'epoch': 0.01}
{'loss': 11.8328, 'grad_norm': 8.712995529174805, 'learning_rate': 4.373423044575273e-06, 'epoch': 0.01}
{'loss': 13.0544, 'grad_norm': 6.81695556640625, 'learning_rate': 4.457527333894028e-06, 'epoch': 0.01}
{'loss': 12.2344, 'grad_norm': 6.7469377517700195, 'learning_rate': 4.541631623212783e-06, 'epoch': 0.02}
{'loss': 13.7207, 'grad_norm': 8.056539535522461, 'learning_rate': 4.625735912531539e-06, 'epoch': 0.02}
{'loss': 13.4396, 'grad_norm': 10.671191215515137, 'learning_rate': 4.709840201850294e-06, 'epoch': 0.02}
{'loss': 13.1976, 'grad_norm': 8.359328269958496, 'learning_rate': 4.79394449116905e-06, 'epoch': 0.02}
{'loss': 13.6459, 'grad_norm': 7.568181037902832, 'learning_rate': 4.878048780487805e-06, 'epoch': 0.02}
{'loss': 13.3194, 'grad_norm': 10.815006256103516, 'learning_rate': 4.96215306980656e-06, 'epoch': 0.02}
{'loss': 13.3109, 'grad_norm': 8.663718223571777, 'learning_rate': 5.046257359125315e-06, 'epoch': 0.02}
{'loss': 12.4559, 'grad_norm': 6.942141056060791, 'learning_rate': 5.13036164844407e-06, 'epoch': 0.02}
{'loss': 11.6071, 'grad_norm': 5.357293128967285, 'learning_rate': 5.214465937762825e-06, 'epoch': 0.02}
{'loss': 13.9359, 'grad_norm': 7.67885684967041, 'learning_rate': 5.29857022708158e-06, 'epoch': 0.02}
{'loss': 11.8392, 'grad_norm': 6.88478946685791, 'learning_rate': 5.382674516400336e-06, 'epoch': 0.02}
{'loss': 12.7032, 'grad_norm': 7.232242107391357, 'learning_rate': 5.466778805719091e-06, 'epoch': 0.02}
{'loss': 12.8627, 'grad_norm': 9.035754203796387, 'learning_rate': 5.550883095037846e-06, 'epoch': 0.02}
{'loss': 13.0047, 'grad_norm': 5.423981189727783, 'learning_rate': 5.634987384356602e-06, 'epoch': 0.02}
{'loss': 13.4059, 'grad_norm': 6.128351211547852, 'learning_rate': 5.719091673675357e-06, 'epoch': 0.02}
{'loss': 12.4107, 'grad_norm': 9.077054977416992, 'learning_rate': 5.803195962994113e-06, 'epoch': 0.02}
{'loss': 13.9758, 'grad_norm': 7.137241363525391, 'learning_rate': 5.887300252312867e-06, 'epoch': 0.02}
{'loss': 11.9806, 'grad_norm': 8.228726387023926, 'learning_rate': 5.971404541631623e-06, 'epoch': 0.02}
